n,m,percentage,time
20,0,500,124.24361610412598
20,1,500,124.24361610412598
20,2,500,124.24361610412598
20,3,500,124.24361610412598
20,4,496,124.24361610412598
20,5,497,124.24361610412598
20,6,490,124.24361610412598
20,7,489,124.24361610412598
20,8,486,124.24361610412598
20,9,473,124.24361610412598
20,10,456,124.24361610412598
20,11,454,124.24361610412598
20,12,444,124.24361610412598
20,13,414,124.24361610412598
20,14,397,124.24361610412598
20,15,379,124.24361610412598
20,16,379,124.24361610412598
20,17,350,124.24361610412598
20,18,336,124.24361610412598
20,19,320,124.24361610412598
20,20,301,124.24361610412598
20,21,291,124.24361610412598
20,22,289,124.24361610412598
20,23,264,124.24361610412598
20,24,264,124.24361610412598
20,25,234,124.24361610412598
20,26,258,124.24361610412598
20,27,256,124.24361610412598
20,28,243,124.24361610412598
20,29,231,124.24361610412598
20,30,241,124.24361610412598
20,31,236,124.24361610412598
20,32,232,124.24361610412598
20,33,244,124.24361610412598
20,34,217,124.24361610412598
20,35,228,124.24361610412598
20,36,229,124.24361610412598
20,37,245,124.24361610412598
20,38,205,124.24361610412598
20,39,242,124.24361610412598
20,40,244,124.24361610412598
20,41,232,124.24361610412598
20,42,257,124.24361610412598
20,43,251,124.24361610412598
20,44,250,124.24361610412598
20,45,254,124.24361610412598
20,46,261,124.24361610412598
20,47,276,124.24361610412598
20,48,269,124.24361610412598
20,49,291,124.24361610412598
20,50,298,124.24361610412598
20,51,316,124.24361610412598
20,52,303,124.24361610412598
20,53,307,124.24361610412598
20,54,323,124.24361610412598
20,55,332,124.24361610412598
20,56,341,124.24361610412598
20,57,348,124.24361610412598
20,58,350,124.24361610412598
20,59,340,124.24361610412598
20,60,370,124.24361610412598
20,61,351,124.24361610412598
20,62,380,124.24361610412598
20,63,381,124.24361610412598
20,64,402,124.24361610412598
20,65,399,124.24361610412598
20,66,413,124.24361610412598
20,67,399,124.24361610412598
20,68,414,124.24361610412598
20,69,399,124.24361610412598
20,70,430,124.24361610412598
20,71,415,124.24361610412598
20,72,422,124.24361610412598
20,73,424,124.24361610412598
20,74,433,124.24361610412598
20,75,432,124.24361610412598
20,76,448,124.24361610412598
20,77,448,124.24361610412598
20,78,448,124.24361610412598
20,79,442,124.24361610412598
20,80,446,124.24361610412598
20,81,462,124.24361610412598
20,82,464,124.24361610412598
20,83,455,124.24361610412598
20,84,471,124.24361610412598
20,85,463,124.24361610412598
20,86,451,124.24361610412598
20,87,468,124.24361610412598
20,88,480,124.24361610412598
20,89,479,124.24361610412598
20,90,472,124.24361610412598
20,91,467,124.24361610412598
20,92,484,124.24361610412598
20,93,476,124.24361610412598
20,94,472,124.24361610412598
20,95,484,124.24361610412598
20,96,483,124.24361610412598
20,97,487,124.24361610412598
20,98,488,124.24361610412598
20,99,485,124.24361610412598
20,100,490,124.24361610412598
20,101,485,124.24361610412598
20,102,489,124.24361610412598
20,103,490,124.24361610412598
20,104,493,124.24361610412598
20,105,490,124.24361610412598
20,106,492,124.24361610412598
20,107,493,124.24361610412598
20,108,492,124.24361610412598
20,109,496,124.24361610412598
20,110,498,124.24361610412598
20,111,494,124.24361610412598
20,112,499,124.24361610412598
20,113,498,124.24361610412598
20,114,494,124.24361610412598
20,115,497,124.24361610412598
20,116,496,124.24361610412598
20,117,495,124.24361610412598
20,118,499,124.24361610412598
20,119,497,124.24361610412598
20,120,497,124.24361610412598
20,121,498,124.24361610412598
20,122,494,124.24361610412598
20,123,496,124.24361610412598
20,124,498,124.24361610412598
20,125,500,124.24361610412598
20,126,500,124.24361610412598
20,127,498,124.24361610412598
20,128,499,124.24361610412598
20,129,497,124.24361610412598
20,130,498,124.24361610412598
20,131,500,124.24361610412598
20,132,500,124.24361610412598
20,133,499,124.24361610412598
20,134,499,124.24361610412598
20,135,499,124.24361610412598
20,136,500,124.24361610412598
20,137,498,124.24361610412598
20,138,498,124.24361610412598
20,139,500,124.24361610412598
20,140,499,124.24361610412598
20,141,500,124.24361610412598
20,142,500,124.24361610412598
20,143,500,124.24361610412598
20,144,499,124.24361610412598
20,145,499,124.24361610412598
20,146,500,124.24361610412598
20,147,500,124.24361610412598
20,148,499,124.24361610412598
20,149,500,124.24361610412598
20,150,500,124.24361610412598
20,151,500,124.24361610412598
20,152,500,124.24361610412598
20,153,499,124.24361610412598
20,154,500,124.24361610412598
20,155,500,124.24361610412598
20,156,499,124.24361610412598
20,157,500,124.24361610412598
20,158,500,124.24361610412598
20,159,500,124.24361610412598
20,160,500,124.24361610412598
20,161,500,124.24361610412598
20,162,500,124.24361610412598
20,163,500,124.24361610412598
20,164,500,124.24361610412598
20,165,500,124.24361610412598
20,166,500,124.24361610412598
20,167,500,124.24361610412598
20,168,500,124.24361610412598
20,169,500,124.24361610412598
20,170,499,124.24361610412598
20,171,500,124.24361610412598
20,172,500,124.24361610412598
20,173,499,124.24361610412598
20,174,500,124.24361610412598
20,175,500,124.24361610412598
20,176,500,124.24361610412598
20,177,500,124.24361610412598
20,178,500,124.24361610412598
20,179,500,124.24361610412598
20,180,500,124.24361610412598
20,181,500,124.24361610412598
20,182,500,124.24361610412598
20,183,500,124.24361610412598
20,184,499,124.24361610412598
20,185,500,124.24361610412598
20,186,498,124.24361610412598
20,187,489,124.24361610412598
20,188,500,124.24361610412598
20,189,0,124.24361610412598
20,190,500,124.24361610412598
21,0,500,101.0725564956665
21,1,500,101.0725564956665
21,2,500,101.0725564956665
21,3,500,101.0725564956665
21,4,498,101.0725564956665
21,5,498,101.0725564956665
21,6,492,101.0725564956665
21,7,493,101.0725564956665
21,8,482,101.0725564956665
21,9,472,101.0725564956665
21,10,466,101.0725564956665
21,11,461,101.0725564956665
21,12,448,101.0725564956665
21,13,425,101.0725564956665
21,14,398,101.0725564956665
21,15,409,101.0725564956665
21,16,401,101.0725564956665
21,17,358,101.0725564956665
21,18,343,101.0725564956665
21,19,332,101.0725564956665
21,20,307,101.0725564956665
21,21,288,101.0725564956665
21,22,290,101.0725564956665
21,23,278,101.0725564956665
21,24,274,101.0725564956665
21,25,282,101.0725564956665
21,26,256,101.0725564956665
21,27,234,101.0725564956665
21,28,245,101.0725564956665
21,29,240,101.0725564956665
21,30,221,101.0725564956665
21,31,236,101.0725564956665
21,32,227,101.0725564956665
21,33,234,101.0725564956665
21,34,229,101.0725564956665
21,35,209,101.0725564956665
21,36,217,101.0725564956665
21,37,227,101.0725564956665
21,38,225,101.0725564956665
21,39,228,101.0725564956665
21,40,217,101.0725564956665
21,41,218,101.0725564956665
21,42,217,101.0725564956665
21,43,213,101.0725564956665
21,44,192,101.0725564956665
21,45,216,101.0725564956665
21,46,219,101.0725564956665
21,47,220,101.0725564956665
21,48,210,101.0725564956665
21,49,198,101.0725564956665
21,50,199,101.0725564956665
21,51,192,101.0725564956665
21,52,173,101.0725564956665
21,53,194,101.0725564956665
21,54,174,101.0725564956665
21,55,171,101.0725564956665
21,56,156,101.0725564956665
21,57,165,101.0725564956665
21,58,154,101.0725564956665
21,59,158,101.0725564956665
21,60,143,101.0725564956665
21,61,151,101.0725564956665
21,62,136,101.0725564956665
21,63,142,101.0725564956665
21,64,123,101.0725564956665
21,65,127,101.0725564956665
21,66,107,101.0725564956665
21,67,114,101.0725564956665
21,68,108,101.0725564956665
21,69,109,101.0725564956665
21,70,111,101.0725564956665
21,71,109,101.0725564956665
21,72,84,101.0725564956665
21,73,92,101.0725564956665
21,74,85,101.0725564956665
21,75,74,101.0725564956665
21,76,86,101.0725564956665
21,77,55,101.0725564956665
21,78,63,101.0725564956665
21,79,62,101.0725564956665
21,80,60,101.0725564956665
21,81,51,101.0725564956665
21,82,50,101.0725564956665
21,83,49,101.0725564956665
21,84,48,101.0725564956665
21,85,37,101.0725564956665
21,86,38,101.0725564956665
21,87,56,101.0725564956665
21,88,38,101.0725564956665
21,89,42,101.0725564956665
21,90,36,101.0725564956665
21,91,34,101.0725564956665
21,92,39,101.0725564956665
21,93,30,101.0725564956665
21,94,21,101.0725564956665
21,95,25,101.0725564956665
21,96,23,101.0725564956665
21,97,26,101.0725564956665
21,98,23,101.0725564956665
21,99,24,101.0725564956665
21,100,21,101.0725564956665
21,101,19,101.0725564956665
21,102,14,101.0725564956665
21,103,11,101.0725564956665
21,104,19,101.0725564956665
21,105,13,101.0725564956665
21,106,9,101.0725564956665
21,107,12,101.0725564956665
21,108,6,101.0725564956665
21,109,13,101.0725564956665
21,110,10,101.0725564956665
21,111,6,101.0725564956665
21,112,6,101.0725564956665
21,113,8,101.0725564956665
21,114,8,101.0725564956665
21,115,3,101.0725564956665
21,116,6,101.0725564956665
21,117,6,101.0725564956665
21,118,2,101.0725564956665
21,119,4,101.0725564956665
21,120,6,101.0725564956665
21,121,4,101.0725564956665
21,122,5,101.0725564956665
21,123,5,101.0725564956665
21,124,5,101.0725564956665
21,125,4,101.0725564956665
21,126,6,101.0725564956665
21,127,4,101.0725564956665
21,128,4,101.0725564956665
21,129,3,101.0725564956665
21,130,2,101.0725564956665
21,131,5,101.0725564956665
21,132,1,101.0725564956665
21,133,3,101.0725564956665
21,134,1,101.0725564956665
21,135,3,101.0725564956665
21,136,3,101.0725564956665
21,137,1,101.0725564956665
21,138,3,101.0725564956665
21,139,1,101.0725564956665
21,140,1,101.0725564956665
21,141,1,101.0725564956665
21,142,0,101.0725564956665
21,143,1,101.0725564956665
21,144,2,101.0725564956665
21,145,1,101.0725564956665
21,146,0,101.0725564956665
21,147,0,101.0725564956665
21,148,1,101.0725564956665
21,149,0,101.0725564956665
21,150,1,101.0725564956665
21,151,1,101.0725564956665
21,152,0,101.0725564956665
21,153,1,101.0725564956665
21,154,0,101.0725564956665
21,155,0,101.0725564956665
21,156,2,101.0725564956665
21,157,0,101.0725564956665
21,158,0,101.0725564956665
21,159,1,101.0725564956665
21,160,0,101.0725564956665
21,161,0,101.0725564956665
21,162,0,101.0725564956665
21,163,0,101.0725564956665
21,164,0,101.0725564956665
21,165,1,101.0725564956665
21,166,0,101.0725564956665
21,167,0,101.0725564956665
21,168,0,101.0725564956665
21,169,2,101.0725564956665
21,170,2,101.0725564956665
21,171,0,101.0725564956665
21,172,0,101.0725564956665
21,173,0,101.0725564956665
21,174,0,101.0725564956665
21,175,0,101.0725564956665
21,176,1,101.0725564956665
21,177,0,101.0725564956665
21,178,0,101.0725564956665
21,179,0,101.0725564956665
21,180,0,101.0725564956665
21,181,0,101.0725564956665
21,182,0,101.0725564956665
21,183,1,101.0725564956665
21,184,0,101.0725564956665
21,185,0,101.0725564956665
21,186,0,101.0725564956665
21,187,0,101.0725564956665
21,188,0,101.0725564956665
21,189,0,101.0725564956665
21,190,0,101.0725564956665
21,191,0,101.0725564956665
21,192,0,101.0725564956665
21,193,0,101.0725564956665
21,194,0,101.0725564956665
21,195,0,101.0725564956665
21,196,0,101.0725564956665
21,197,0,101.0725564956665
21,198,0,101.0725564956665
21,199,0,101.0725564956665
21,200,0,101.0725564956665
21,201,1,101.0725564956665
21,202,0,101.0725564956665
21,203,0,101.0725564956665
21,204,0,101.0725564956665
21,205,0,101.0725564956665
21,206,4,101.0725564956665
21,207,5,101.0725564956665
21,208,0,101.0725564956665
21,209,500,101.0725564956665
21,210,0,101.0725564956665
22,0,500,302.5168967247009
22,1,500,302.5168967247009
22,2,500,302.5168967247009
22,3,500,302.5168967247009
22,4,499,302.5168967247009
22,5,499,302.5168967247009
22,6,498,302.5168967247009
22,7,490,302.5168967247009
22,8,490,302.5168967247009
22,9,481,302.5168967247009
22,10,475,302.5168967247009
22,11,457,302.5168967247009
22,12,457,302.5168967247009
22,13,428,302.5168967247009
22,14,413,302.5168967247009
22,15,413,302.5168967247009
22,16,392,302.5168967247009
22,17,370,302.5168967247009
22,18,361,302.5168967247009
22,19,337,302.5168967247009
22,20,326,302.5168967247009
22,21,324,302.5168967247009
22,22,306,302.5168967247009
22,23,304,302.5168967247009
22,24,278,302.5168967247009
22,25,284,302.5168967247009
22,26,289,302.5168967247009
22,27,269,302.5168967247009
22,28,254,302.5168967247009
22,29,240,302.5168967247009
22,30,231,302.5168967247009
22,31,230,302.5168967247009
22,32,214,302.5168967247009
22,33,223,302.5168967247009
22,34,211,302.5168967247009
22,35,236,302.5168967247009
22,36,223,302.5168967247009
22,37,222,302.5168967247009
22,38,212,302.5168967247009
22,39,214,302.5168967247009
22,40,203,302.5168967247009
22,41,216,302.5168967247009
22,42,228,302.5168967247009
22,43,223,302.5168967247009
22,44,247,302.5168967247009
22,45,238,302.5168967247009
22,46,251,302.5168967247009
22,47,217,302.5168967247009
22,48,236,302.5168967247009
22,49,237,302.5168967247009
22,50,231,302.5168967247009
22,51,256,302.5168967247009
22,52,262,302.5168967247009
22,53,262,302.5168967247009
22,54,263,302.5168967247009
22,55,267,302.5168967247009
22,56,276,302.5168967247009
22,57,292,302.5168967247009
22,58,307,302.5168967247009
22,59,314,302.5168967247009
22,60,299,302.5168967247009
22,61,305,302.5168967247009
22,62,315,302.5168967247009
22,63,307,302.5168967247009
22,64,327,302.5168967247009
22,65,346,302.5168967247009
22,66,352,302.5168967247009
22,67,361,302.5168967247009
22,68,349,302.5168967247009
22,69,369,302.5168967247009
22,70,381,302.5168967247009
22,71,363,302.5168967247009
22,72,392,302.5168967247009
22,73,397,302.5168967247009
22,74,381,302.5168967247009
22,75,396,302.5168967247009
22,76,406,302.5168967247009
22,77,402,302.5168967247009
22,78,419,302.5168967247009
22,79,431,302.5168967247009
22,80,421,302.5168967247009
22,81,422,302.5168967247009
22,82,419,302.5168967247009
22,83,426,302.5168967247009
22,84,430,302.5168967247009
22,85,437,302.5168967247009
22,86,451,302.5168967247009
22,87,454,302.5168967247009
22,88,452,302.5168967247009
22,89,447,302.5168967247009
22,90,458,302.5168967247009
22,91,454,302.5168967247009
22,92,456,302.5168967247009
22,93,455,302.5168967247009
22,94,458,302.5168967247009
22,95,463,302.5168967247009
22,96,467,302.5168967247009
22,97,448,302.5168967247009
22,98,471,302.5168967247009
22,99,470,302.5168967247009
22,100,464,302.5168967247009
22,101,477,302.5168967247009
22,102,481,302.5168967247009
22,103,477,302.5168967247009
22,104,482,302.5168967247009
22,105,483,302.5168967247009
22,106,484,302.5168967247009
22,107,481,302.5168967247009
22,108,480,302.5168967247009
22,109,483,302.5168967247009
22,110,491,302.5168967247009
22,111,485,302.5168967247009
22,112,487,302.5168967247009
22,113,481,302.5168967247009
22,114,486,302.5168967247009
22,115,484,302.5168967247009
22,116,492,302.5168967247009
22,117,492,302.5168967247009
22,118,495,302.5168967247009
22,119,492,302.5168967247009
22,120,493,302.5168967247009
22,121,495,302.5168967247009
22,122,494,302.5168967247009
22,123,493,302.5168967247009
22,124,494,302.5168967247009
22,125,491,302.5168967247009
22,126,493,302.5168967247009
22,127,492,302.5168967247009
22,128,495,302.5168967247009
22,129,496,302.5168967247009
22,130,494,302.5168967247009
22,131,494,302.5168967247009
22,132,497,302.5168967247009
22,133,496,302.5168967247009
22,134,499,302.5168967247009
22,135,494,302.5168967247009
22,136,497,302.5168967247009
22,137,497,302.5168967247009
22,138,495,302.5168967247009
22,139,496,302.5168967247009
22,140,498,302.5168967247009
22,141,497,302.5168967247009
22,142,498,302.5168967247009
22,143,497,302.5168967247009
22,144,499,302.5168967247009
22,145,500,302.5168967247009
22,146,499,302.5168967247009
22,147,498,302.5168967247009
22,148,498,302.5168967247009
22,149,499,302.5168967247009
22,150,499,302.5168967247009
22,151,497,302.5168967247009
22,152,500,302.5168967247009
22,153,499,302.5168967247009
22,154,499,302.5168967247009
22,155,500,302.5168967247009
22,156,500,302.5168967247009
22,157,499,302.5168967247009
22,158,499,302.5168967247009
22,159,499,302.5168967247009
22,160,499,302.5168967247009
22,161,499,302.5168967247009
22,162,499,302.5168967247009
22,163,500,302.5168967247009
22,164,500,302.5168967247009
22,165,500,302.5168967247009
22,166,499,302.5168967247009
22,167,497,302.5168967247009
22,168,500,302.5168967247009
22,169,499,302.5168967247009
22,170,500,302.5168967247009
22,171,500,302.5168967247009
22,172,499,302.5168967247009
22,173,500,302.5168967247009
22,174,500,302.5168967247009
22,175,499,302.5168967247009
22,176,500,302.5168967247009
22,177,500,302.5168967247009
22,178,500,302.5168967247009
22,179,500,302.5168967247009
22,180,499,302.5168967247009
22,181,500,302.5168967247009
22,182,500,302.5168967247009
22,183,500,302.5168967247009
22,184,500,302.5168967247009
22,185,498,302.5168967247009
22,186,500,302.5168967247009
22,187,500,302.5168967247009
22,188,500,302.5168967247009
22,189,500,302.5168967247009
22,190,500,302.5168967247009
22,191,500,302.5168967247009
22,192,500,302.5168967247009
22,193,500,302.5168967247009
22,194,500,302.5168967247009
22,195,500,302.5168967247009
22,196,500,302.5168967247009
22,197,500,302.5168967247009
22,198,500,302.5168967247009
22,199,500,302.5168967247009
22,200,500,302.5168967247009
22,201,500,302.5168967247009
22,202,500,302.5168967247009
22,203,500,302.5168967247009
22,204,500,302.5168967247009
22,205,500,302.5168967247009
22,206,500,302.5168967247009
22,207,500,302.5168967247009
22,208,500,302.5168967247009
22,209,500,302.5168967247009
22,210,500,302.5168967247009
22,211,500,302.5168967247009
22,212,500,302.5168967247009
22,213,500,302.5168967247009
22,214,500,302.5168967247009
22,215,500,302.5168967247009
22,216,500,302.5168967247009
22,217,500,302.5168967247009
22,218,500,302.5168967247009
22,219,500,302.5168967247009
22,220,500,302.5168967247009
22,221,500,302.5168967247009
22,222,500,302.5168967247009
22,223,499,302.5168967247009
22,224,500,302.5168967247009
22,225,500,302.5168967247009
22,226,500,302.5168967247009
22,227,497,302.5168967247009
22,228,492,302.5168967247009
22,229,500,302.5168967247009
22,230,0,302.5168967247009
22,231,500,302.5168967247009
23,0,500,248.2460424900055
23,1,500,248.2460424900055
23,2,500,248.2460424900055
23,3,500,248.2460424900055
23,4,496,248.2460424900055
23,5,500,248.2460424900055
23,6,497,248.2460424900055
23,7,499,248.2460424900055
23,8,484,248.2460424900055
23,9,490,248.2460424900055
23,10,475,248.2460424900055
23,11,459,248.2460424900055
23,12,455,248.2460424900055
23,13,446,248.2460424900055
23,14,427,248.2460424900055
23,15,413,248.2460424900055
23,16,385,248.2460424900055
23,17,389,248.2460424900055
23,18,371,248.2460424900055
23,19,340,248.2460424900055
23,20,342,248.2460424900055
23,21,325,248.2460424900055
23,22,311,248.2460424900055
23,23,290,248.2460424900055
23,24,301,248.2460424900055
23,25,280,248.2460424900055
23,26,261,248.2460424900055
23,27,243,248.2460424900055
23,28,249,248.2460424900055
23,29,255,248.2460424900055
23,30,254,248.2460424900055
23,31,240,248.2460424900055
23,32,250,248.2460424900055
23,33,210,248.2460424900055
23,34,233,248.2460424900055
23,35,247,248.2460424900055
23,36,216,248.2460424900055
23,37,210,248.2460424900055
23,38,216,248.2460424900055
23,39,225,248.2460424900055
23,40,214,248.2460424900055
23,41,203,248.2460424900055
23,42,215,248.2460424900055
23,43,217,248.2460424900055
23,44,218,248.2460424900055
23,45,209,248.2460424900055
23,46,220,248.2460424900055
23,47,221,248.2460424900055
23,48,197,248.2460424900055
23,49,207,248.2460424900055
23,50,200,248.2460424900055
23,51,197,248.2460424900055
23,52,201,248.2460424900055
23,53,193,248.2460424900055
23,54,199,248.2460424900055
23,55,209,248.2460424900055
23,56,189,248.2460424900055
23,57,179,248.2460424900055
23,58,172,248.2460424900055
23,59,168,248.2460424900055
23,60,177,248.2460424900055
23,61,163,248.2460424900055
23,62,169,248.2460424900055
23,63,170,248.2460424900055
23,64,158,248.2460424900055
23,65,161,248.2460424900055
23,66,153,248.2460424900055
23,67,151,248.2460424900055
23,68,154,248.2460424900055
23,69,147,248.2460424900055
23,70,127,248.2460424900055
23,71,136,248.2460424900055
23,72,124,248.2460424900055
23,73,126,248.2460424900055
23,74,128,248.2460424900055
23,75,122,248.2460424900055
23,76,107,248.2460424900055
23,77,109,248.2460424900055
23,78,118,248.2460424900055
23,79,98,248.2460424900055
23,80,109,248.2460424900055
23,81,109,248.2460424900055
23,82,86,248.2460424900055
23,83,72,248.2460424900055
23,84,78,248.2460424900055
23,85,77,248.2460424900055
23,86,66,248.2460424900055
23,87,71,248.2460424900055
23,88,71,248.2460424900055
23,89,66,248.2460424900055
23,90,68,248.2460424900055
23,91,67,248.2460424900055
23,92,56,248.2460424900055
23,93,67,248.2460424900055
23,94,41,248.2460424900055
23,95,41,248.2460424900055
23,96,31,248.2460424900055
23,97,35,248.2460424900055
23,98,52,248.2460424900055
23,99,37,248.2460424900055
23,100,40,248.2460424900055
23,101,28,248.2460424900055
23,102,24,248.2460424900055
23,103,27,248.2460424900055
23,104,27,248.2460424900055
23,105,22,248.2460424900055
23,106,27,248.2460424900055
23,107,30,248.2460424900055
23,108,24,248.2460424900055
23,109,27,248.2460424900055
23,110,26,248.2460424900055
23,111,21,248.2460424900055
23,112,22,248.2460424900055
23,113,33,248.2460424900055
23,114,15,248.2460424900055
23,115,15,248.2460424900055
23,116,15,248.2460424900055
23,117,11,248.2460424900055
23,118,12,248.2460424900055
23,119,10,248.2460424900055
23,120,13,248.2460424900055
23,121,9,248.2460424900055
23,122,10,248.2460424900055
23,123,10,248.2460424900055
23,124,8,248.2460424900055
23,125,9,248.2460424900055
23,126,4,248.2460424900055
23,127,11,248.2460424900055
23,128,8,248.2460424900055
23,129,6,248.2460424900055
23,130,9,248.2460424900055
23,131,9,248.2460424900055
23,132,5,248.2460424900055
23,133,7,248.2460424900055
23,134,2,248.2460424900055
23,135,7,248.2460424900055
23,136,2,248.2460424900055
23,137,6,248.2460424900055
23,138,7,248.2460424900055
23,139,4,248.2460424900055
23,140,2,248.2460424900055
23,141,4,248.2460424900055
23,142,6,248.2460424900055
23,143,4,248.2460424900055
23,144,4,248.2460424900055
23,145,2,248.2460424900055
23,146,1,248.2460424900055
23,147,0,248.2460424900055
23,148,1,248.2460424900055
23,149,1,248.2460424900055
23,150,2,248.2460424900055
23,151,3,248.2460424900055
23,152,2,248.2460424900055
23,153,2,248.2460424900055
23,154,0,248.2460424900055
23,155,1,248.2460424900055
23,156,6,248.2460424900055
23,157,2,248.2460424900055
23,158,0,248.2460424900055
23,159,0,248.2460424900055
23,160,1,248.2460424900055
23,161,0,248.2460424900055
23,162,0,248.2460424900055
23,163,2,248.2460424900055
23,164,1,248.2460424900055
23,165,0,248.2460424900055
23,166,0,248.2460424900055
23,167,1,248.2460424900055
23,168,0,248.2460424900055
23,169,0,248.2460424900055
23,170,2,248.2460424900055
23,171,0,248.2460424900055
23,172,0,248.2460424900055
23,173,1,248.2460424900055
23,174,2,248.2460424900055
23,175,0,248.2460424900055
23,176,0,248.2460424900055
23,177,1,248.2460424900055
23,178,0,248.2460424900055
23,179,0,248.2460424900055
23,180,0,248.2460424900055
23,181,0,248.2460424900055
23,182,0,248.2460424900055
23,183,0,248.2460424900055
23,184,0,248.2460424900055
23,185,0,248.2460424900055
23,186,0,248.2460424900055
23,187,0,248.2460424900055
23,188,0,248.2460424900055
23,189,0,248.2460424900055
23,190,0,248.2460424900055
23,191,1,248.2460424900055
23,192,0,248.2460424900055
23,193,0,248.2460424900055
23,194,1,248.2460424900055
23,195,0,248.2460424900055
23,196,0,248.2460424900055
23,197,0,248.2460424900055
23,198,0,248.2460424900055
23,199,0,248.2460424900055
23,200,0,248.2460424900055
23,201,0,248.2460424900055
23,202,0,248.2460424900055
23,203,0,248.2460424900055
23,204,0,248.2460424900055
23,205,0,248.2460424900055
23,206,0,248.2460424900055
23,207,0,248.2460424900055
23,208,0,248.2460424900055
23,209,0,248.2460424900055
23,210,0,248.2460424900055
23,211,0,248.2460424900055
23,212,0,248.2460424900055
23,213,0,248.2460424900055
23,214,0,248.2460424900055
23,215,0,248.2460424900055
23,216,0,248.2460424900055
23,217,0,248.2460424900055
23,218,0,248.2460424900055
23,219,0,248.2460424900055
23,220,0,248.2460424900055
23,221,0,248.2460424900055
23,222,0,248.2460424900055
23,223,0,248.2460424900055
23,224,0,248.2460424900055
23,225,0,248.2460424900055
23,226,0,248.2460424900055
23,227,0,248.2460424900055
23,228,0,248.2460424900055
23,229,0,248.2460424900055
23,230,1,248.2460424900055
23,231,0,248.2460424900055
23,232,0,248.2460424900055
23,233,0,248.2460424900055
23,234,0,248.2460424900055
23,235,0,248.2460424900055
23,236,0,248.2460424900055
23,237,0,248.2460424900055
23,238,0,248.2460424900055
23,239,0,248.2460424900055
23,240,0,248.2460424900055
23,241,0,248.2460424900055
23,242,1,248.2460424900055
23,243,0,248.2460424900055
23,244,0,248.2460424900055
23,245,0,248.2460424900055
23,246,0,248.2460424900055
23,247,0,248.2460424900055
23,248,2,248.2460424900055
23,249,0,248.2460424900055
23,250,5,248.2460424900055
23,251,0,248.2460424900055
23,252,500,248.2460424900055
23,253,0,248.2460424900055
